x,y,z,type
-81.74578904091533,-235.42875790157268,0.0,default
-64.92036794500686,-235.42875790157268,0.0,default
-48.09494684909839,-235.42875790157268,0.0,default
-31.269525753189924,-235.42875790157268,0.0,default
-14.444104657281457,-235.42875790157268,0.0,default
2.3813164386270103,-235.42875790157268,0.0,default
19.206737534535478,-235.42875790157268,0.0,default
36.03215863044397,-235.42875790157268,0.0,default
52.85757972635241,-235.42875790157268,0.0,default
69.68300082226085,-235.42875790157268,0.0,default
-106.98392068477803,-220.85751580314536,0.0,default
-90.15849958886956,-220.85751580314536,0.0,default
-73.33307849296109,-220.85751580314536,0.0,default
-56.50765739705263,-220.85751580314536,0.0,default
-39.682236301144165,-220.85751580314536,0.0,default
-22.856815205235698,-220.85751580314536,0.0,default
-6.031394109327229,-220.85751580314536,0.0,default
10.794026986581239,-220.85751580314536,0.0,default
27.619448082489704,-220.85751580314536,0.0,default
44.4448691783982,-220.85751580314536,0.0,default
61.27029027430664,-220.85751580314536,0.0,default
78.09571137021508,-220.85751580314536,0.0,default
94.92113246612358,-220.85751580314536,0.0,default
111.74655356203208,-220.85751580314536,0.0,default
-132.22205232864073,-206.28627370471804,0.0,default
-115.39663123273226,-206.28627370471804,0.0,default
-98.5712101368238,-206.28627370471804,0.0,default
-81.74578904091533,-206.28627370471804,0.0,default
-64.92036794500686,-206.28627370471804,0.0,default
-48.09494684909839,-206.28627370471804,0.0,default
-31.269525753189924,-206.28627370471804,0.0,default
-14.444104657281457,-206.28627370471804,0.0,default
2.3813164386270103,-206.28627370471804,0.0,default
19.206737534535478,-206.28627370471804,0.0,default
36.03215863044397,-206.28627370471804,0.0,default
52.85757972635241,-206.28627370471804,0.0,default
69.68300082226085,-206.28627370471804,0.0,default
86.50842191816935,-206.28627370471804,0.0,default
103.33384301407784,-206.28627370471804,0.0,default
120.15926410998628,-206.28627370471804,0.0,default
136.98468520589472,-206.28627370471804,0.0,default
-157.46018397250344,-191.71503160629072,0.0,default
-140.63476287659498,-191.71503160629072,0.0,default
-123.8093417806865,-191.71503160629072,0.0,default
-106.98392068477803,-191.71503160629072,0.0,default
-90.15849958886956,-191.71503160629072,0.0,default
-73.33307849296109,-191.71503160629072,0.0,default
-56.50765739705263,-191.71503160629072,0.0,default
-39.682236301144165,-191.71503160629072,0.0,default
-22.856815205235698,-191.71503160629072,0.0,default
-6.031394109327229,-191.71503160629072,0.0,default
10.794026986581239,-191.71503160629072,0.0,default
27.619448082489704,-191.71503160629072,0.0,default
44.4448691783982,-191.71503160629072,0.0,default
61.27029027430664,-191.71503160629072,0.0,default
78.09571137021508,-191.71503160629072,0.0,default
94.92113246612358,-191.71503160629072,0.0,default
