0: 188,165,342,85,428,50,479
1015: 
2: 680,600,566,286
3: 60,485,918,279,128,823,140
4: 587,194,610,834,553,145,577,245
5: 210,307,366,40,134,354,316
6: 963,454,361
7: 431,369,241,256,31,93,54,205,503
8: 104,266,553,841,162,464,337,452,499,287
9: 53,358,214,66,155,451,124,239,58,493
10: 303,440,392,59,218,227,251,66,473,411,41
11: 33,308,300,17,193,64,424,12
12: 424,49,131,17,175,300,11
13: 459,68,18,289,364,360,319,38
14: 342,242,415,270,100,334,345,492,165
15: 437,45,427,212,237,161,75,252
16: 102,457,679,445,151,57,385,380,284,349
17: 352,477,175,314,193,64,12,11
18: 438,419,414,289,68,13
19: 296,103,441,301,121,79
20: 79,228,309,310,301,447,338,201,156
21: 404,144,484,475,373,100
22: 436,429,297,338,319,309,38
23: 306,236,74,686,51,220,621,261,936
24: 348,430,356,383,120
25: 168,346,366,305,474,69,341,81
26: 365,305,304,316,198,173,366,375,372
27: 458,468,476,191,32,36,467,136
28: 362,747,693,132,510
29: 240,458,846,476,318,989,467
30: 51,220,401,621,607,196,374,32,468
31: 336,258,93,498,36,205,136,7
32: 191,321,47,196,30,401,27,468
33: 308,300,340,11,78,219,64,419
34: 38,221,459,77
35: 63,285,280,497,203,409,70,410,199,94
36: 498,191,321,27,258,31,205,136
37: 253,878,581,916
38: 332,221,34,459,13,77,319,22,297
39: 63,409,410
40: 417,491,134,357,210,5,304,316
41: 166,411,224,433,251,10,59,363,490,469
42: 386,96
43: 471,370,95,172,996,793,535
44: 117,206,202
45: 437,15,212,142,75,924,186,252,395
46: 118,898,87,368,712,353,323,281
47: 196,201,374,228,310,401,321,32
48: 431,369,241,334,85,242,232,264
49: 424,12,131,455,432,290,55,111
50: 82,428,407,188,0,207,479
51: 220,30,401,621,23,236,74,261,936
52: 455,276,432,339,268,408,406,72,290
53: 9,358,214,160,155,166,239,58,182
54: 467,205,136,240,7,84,503
55: 294,111,177,432,49,190,290,135,317
56: 320,295,950,545,176
57: 269,292,385,445,16,380,387,349,235
58: 183,170,182,9,53,358,160,292,127,493
59: 10,303,440,392,184,251,469,411,41
60: 202,485,322,3,218,128,140,184
61: 472,73,997,103,441,1026,79,201,374
62: 560,938,442,83,439,377,113
63: 285,280,391,39,35,273,409,410
64: 78,219,487,17,193,33,300,340,11
65: 235,354,333,174,183,170,134,210
66: 478,402,155,473,10,303,9,214
67: 264,257,948,267,226,1023
68: 459,13,77,308,18,419,289,108,390
69: 474,341,71,307,366,25
70: 410,199,35,203,94,288,667,519
71: 474,69,341,354,333,307,150,216,391
72: 190,227,290,52,432,408,406,440
73: 472,61,997,1026,607,196,201,374
74: 306,23,236,686,837,520,51
75: 237,161,45,427,15,252,510,195
76: 490,469,152,248,122,324,92,251,1036
77: 459,68,108,390,91,217,38,221,34
78: 219,64,487,1007,193,315,33
79: 228,20,121,19,103,301,61,447,201
80: 234,384,272,274,350,328,617
81: 285,280,474,341,168,25,158,497,203
82: 428,50,407,246,255,396,403,378
83: 326,162,439,464,377,560,62,104,298
84: 503,54,467,240,680
85: 342,242,0,48,204,479,232
86: 139,171,875,787,352,477,314
87: 118,898,46,712,353,281
88: 359,133,327,367,121,230,296
89: 157,110,244,173,399
1022: 
91: 107,108,263,77,446,217,461
92: 140,184,251,128,122,324,490,469,76
93: 336,258,31,205,369,241,7,256,503
94: 115,149,288,35,398,203,274,70,519
95: 379,312,267,370,43,996
96: 609,42
97: 116,142,355,102,262,457,284,437
98: 190,227,478
99: 451,239,153,200,491,493,167
100: 373,415,270,21,484,213,165,14
101: 298,787,477,175,455,276,254,131
102: 262,457,16,679,445,387,284,349,97,437
103: 296,19,441,472,61,79,201
104: 8,266,841,253,878,560,83,464,377
105: 129,359,133,323,368,247,394
106: 448,185,507,584,918,423,823
107: 108,123,390,91,294,177,263,461
108: 107,123,390,91,68,77,217
109: 139,171,425,302,277,313
110: 278,157,89,244,173,198,246,375
111: 294,55,177,424,49,131
112: 959,767,470,381
113: 298,787,62,875,442,845,439
994: 904,1038,899
115: 94,149,288,470,381,519
116: 142,355,97,376,262,347,496,393,186
117: 337,44,452,206,653,202,485
118: 898,46,87,368,208,323,769,129
119: 864,211
120: 450,146,331,412,348,430,24,443,768
121: 289,230,364,88,296,19,301,79
122: 128,423,823,324,918,92,140,76
123: 107,108,390,424,308,300,419,177
124: 451,239,402,155,189,344,282,9
125: 426,209,498,163,345,492,258
126: 495,243,313,179,277,805,655,238
127: 417,134,493,358,58,183
128: 122,823,918,60,3,92,140
129: 359,105,118,368,208,769,329,367
130: 463,1016,689,770,1039,887
