0: 188,165,342,85,428,50,479
1015: 
2: 600,984,286
3: 60,485,322,918,653,128,122,823,140,184
4: 587,194,245,841,553,145,577
5: 210,307,366,417,40,134,354,316
6: 740,454,361
7: 431,369,256,93,54,205,503
8: 499,266,104,553,83,162,464,337,452,287
9: 53,358,214,66,155,124,239
10: 303,440,392,59,218,251,66,473,411
11: 33,308,300,193,17,219,64,424,12
12: 424,49,131,17,175,64,300,11
13: 459,68,18,419,289,364,360,319
14: 342,242,415,270,345,492,334,165,100
15: 437,45,427,212,75,284,142,237,161,252,510
16: 102,457,445,151,265,57,385,380,284,349
17: 352,193,175,314,477,64,12,11
18: 438,419,414,340,289,230,390,68,13
19: 296,103,441,301,121,364,88,79
20: 79,228,309,310,301,447,338,201,156
21: 404,144,484,475,373,100
22: 436,429,297,360,338,319,309,38
23: 306,236,51,220,318,261,936
24: 348,430,356,383,858
25: 168,346,366,305,474,69,81
26: 365,305,304,316,198,173,366,375,422
27: 458,468,476,220,191,32,36,467,136
28: 362,693,252,132,510,418
29: 989,458,846,476,318,929,467,240
30: 51,220,401,621,196,607,468
31: 336,258,36,93,498,205,136,241
32: 498,191,321,47,196,401,27,468
33: 308,300,340,11,219,64,419,123
34: 221,38,459,77
35: 70,410,199,39,409,63,285,280,203,94
36: 336,258,31,498,191,321,27,205,136
37: 253,878,581,916,833,914,104
38: 332,34,221,459,77,319,22,297
39: 410,35,409,63
40: 417,491,134,357,210,5,304,316
41: 166,224,433,411,251,59,363,490,469
42: 386
43: 471,370,95,803,996,793,638
44: 117,206,202
45: 437,15,75,142,924,186,252,395,148
46: 118,898,87,353,281,323,368
47: 196,201,374,228,310,401,426,321,32
48: 431,369,241,334,85,242,232,264
49: 424,12,131,455,432,290,55,111
50: 82,428,407,188,0,85,207,479
51: 220,30,401,621,23,236,261
52: 455,276,432,339,268,408,406,72,290
53: 9,358,214,160,166,239,182,58
54: 467,205,240,93,7,84,503
55: 294,111,177,432,49,190,290,478,135,317
56: 320,295,950,176
57: 269,292,385,445,16,380,387,349
58: 183,170,53,358,160,493,292,182,127
59: 10,303,440,392,184,251,469,41,411
60: 202,485,322,3,918,218,128,92,140,184
61: 472,73,997,103,441,79,201,374,607
62: 938,377,560,442,83,439,113
63: 81,285,280,391,273,409,410,35,39
64: 78,219,193,17,12,33,11
65: 235,354,333,174,183,170,134,210
66: 478,402,155,473,10,303,9,214
67: 264,948,257,267,226,1023
68: 459,13,77,308,18,419,108,390
69: 474,341,71,354,307,366,25
70: 410,35,199,203,94,288
71: 474,69,341,354,333,307,150,216,391
72: 190,227,290,339,52,432,408,406
73: 472,61,997,1026,374,607
74: 814,837,306,236,686
75: 45,427,15,212,237,161,252,195,510
76: 363,490,469,122,324,92,140,251,248,1036
77: 459,68,108,390,91,217,34,221,38
78: 219,64,487,1007,243,193,314,315
79: 228,20,19,103,301,61,447,201
80: 234,384,272,274,350,328,398,617
81: 63,285,280,474,341,168,25,158,497,141
82: 428,50,407,246,255,396,403,378
83: 326,162,439,464,62,377,560,8
84: 503,54,467,240,989,680
85: 342,242,232,0,48,50,204,479
86: 139,171,875,787,352,314,477
87: 840,712,281,118,898,46
88: 121,230,129,359,133,367,327,296,19
89: 157,110,244,173,399
1022: 973,732
91: 107,108,123,263,77,446,217,461
92: 140,184,251,60,128,122,324,469,76
93: 336,31,54,205,369,241,7
94: 115,149,288,203,398,274,70,35
95: 370,43,267,312,803,1023,996
96: 609,471
97: 116,142,355,102,262,457,284,349,437
98: 190,227,478,473
99: 153,200,451,493,491,167
100: 213,188,165,21,484,373,270,14
101: 298,113,787,175,477,455,276,254,131
102: 262,457,16,445,376,387,284,349,97
103: 296,19,441,301,472,61,79,201
104: 8,266,841,37,253,878,377,560,464
105: 247,394,323,359,368,133
106: 448,185,507,462,423,823,625
107: 108,123,91,300,294,177,263,461
108: 107,123,390,91,308,68,77,217
109: 139,171,425,302,277,875,313
110: 278,157,89,244,173,198,246,375,255
111: 294,55,177,424,49,131,300
112: 767,470,381,959
113: 298,101,787,62,442,439,477
994: 760,633,899
115: 94,149,288,470,381,519
116: 142,355,97,376,262,347,496,186
117: 337,44,452,206,653,202,485
118: 898,46,87,208,323,129,368
119: 568
120: 450,146,331,412,348,430,443,488
121: 289,230,364,88,296,19,301
122: 128,423,823,324,3,92,140,76
123: 107,108,390,91,33,308,300,177
124: 451,239,402,155,189,344,282,9
125: 426,209,156,498,321,489,163,345,258
126: 495,243,313,179,277,655,238
127: 417,134,358,493,58,183
128: 122,423,823,324,918,60,3,92,140
129: 359,368,118,208,367,329,88
130: 968,463,1016,612,770,662,689
131: 424,12,49,101,175,455,432,111
132: 252,395,924,510,418,362,28
133: 359,247,105,438,414,230,88
134: 417,40,127,183,65,210,5
135: 478,402,190,290,294,55,317,344
136: 467,205,191,27,476,31,36
137: 405,667,519,862
138: 330,577,537,462,279
139: 109,86,171,425,302,875,313,787,314
140: 92,184,251,918,60,3,128,122,76
141: 158,497,168,81
142: 116,355,97,262,284,437,45,15,186
1037: 901,801,1016,887
144: 21,404,484,475,456,399,157,244
145: 330,577,245,4,587,499,553,452
146: 120,450,331,234,348,617,443,488,768
147: 979,601,728,154,944,884
148: 395,45,186
149: 115,94,398,274,470,617
150: 237,216,161,354,333,174,341,71
151: 192,445,265,420,434,152,269,385,16
152: 363,490,434,248,154,979,192,151
153: 200,421,99,282,446,215,451,167
154: 855,248,1036,944,152,979,147,192
155: 66,478,402,303,344,9,214,124,239
156: 311,426,209,125,228,20,309,310,223,436
157: 278,89,110,244,144,484,173,213,246
158: 328,497,141,168,346,271,81,384
159: 486,218,408,406,206,339,268,202,322,440
160: 53,214,166,453,182,58
161: 237,150,216,387,333,174,427,15,212,75
162: 326,83,439,464,8,266,337,164,287,254
163: 489,345,492,223,209,125,373,415,258
164: 339,287,326,162,276,254
165: 213,188,0,100,270,342,14
166: 453,224,433,41,411,303,53,214,160,182
167: 173,399,357,493,153,200,99,491
168: 346,25,474,271,81,158,497,141
1031: 233,537,231,584,1008
170: 58,183,292,182,380,65,235
171: 139,109,86,875,243,313,352,314,487
172: 388,1023,471,370,858
173: 167,399,357,157,89,110,244,26,304,198
174: 65,235,333,380,387,349,212,150,161
175: 352,17,477,101,455,12,131
176: 778,545,351,56,320
177: 294,55,111,263,424,300,107,123
995: 637
