0: 188,165,342,85,428,50,479
1015: 
2: 680,600,804,286
3: 279,330,117,60,485,128,918,140
4: 587,194,245,834,553,145,577
5: 210,307,366,417,40,134,354,316
6: 361,963,454
7: 369,256,31,93,54,205,503
8: 104,266,553,83,162,464,337,452,499,287
9: 53,214,155,451,124,239,493,358
10: 59,440,392,227,251,66,473,411,41,303
11: 424,12,17,64,193,33,308,300
12: 424,49,131,11,17,175,300
13: 459,68,18,289,364,360,319
14: 342,242,415,270,334,492,165
15: 437,45,212,237,161,427,252,395,75
16: 102,457,679,445,151,57,385,380,284,349
17: 352,477,175,64,193,12,11
18: 438,419,414,289,390,68,13
19: 296,103,441,301,121,472,79
20: 79,228,309,310,364,301,447,338,201,156
21: 404,144,475,373,100,484
22: 436,429,297,360,338,319,309,38
23: 686,936,74,236,520,51,621,261,306
24: 348,430,356,383,120,645,772
25: 168,346,366,305,474,69,81
26: 365,305,304,316,198,366,375
27: 458,468,476,191,36,467,136
28: 362,747,132,510
29: 809,989,458,846,476,318,467,240
30: 51,220,401,621,73,607,196,374,32
31: 336,258,93,36,498,205,136,7
32: 498,191,321,310,47,196,30,401,468
33: 308,300,340,78,219,64,11,419
1040: 593
35: 63,285,280,497,203,70,410,199
36: 258,31,498,191,27,468,205,136
37: 878,833,581,567,253
38: 332,221,459,77,319,22,297
39: 63,409,410
40: 417,134,357,491,5,304,316
41: 166,411,224,433,251,10,59,363,490,469
42: 386,96
43: 471,370,793,95,996,172,535
44: 117,206,202
45: 437,212,15,142,924,186,252,395,75
46: 118,898,87,712,353,323,281,368
47: 196,201,374,228,310,401,321,32
48: 431,369,241,85,242,232,264
49: 424,12,131,455,432,290,55,111
50: 82,428,407,188,0,207,479
51: 220,30,401,621,236,686,23,936,74,458,261
52: 72,290,339,268,276,432,408,406
53: 9,160,214,155,166,239,182,58,358
54: 467,205,136,240,7,84,503
55: 294,111,177,432,49,190,290,478,135,317
56: 320,295,176,545,950
57: 269,292,385,445,16,380,387,349,235
58: 183,170,53,160,292,182,493,127,358
59: 10,440,392,92,184,251,469,411,41,303
60: 202,485,322,3,128,140,184
61: 472,73,997,1026,103,79,201,374
62: 560,938,442,845,326,83,377,439,113
63: 35,285,280,391,39,273,409,410
64: 78,219,193,352,17,11,33,300
65: 235,354,333,174,183,170,134,210
66: 478,402,473,10,214,303,155
67: 264,257,431,267,948,226,1023
68: 459,13,77,18,419,108,390
69: 474,341,71,307,366,25
70: 410,199,35,203,94,288,667
71: 69,341,354,333,307,150,216
72: 190,227,290,52,432,408,406,440,478
73: 61,997,1026,607,196,201,374,30,621
74: 686,23,936,236,697,837,520,51
75: 195,45,15,237,216,427,252,510
76: 490,469,152,248,122,324,92,140,251,625
77: 459,68,108,390,91,217,38,221
78: 219,64,487,1007,193,315,33
79: 228,20,19,103,301,61,447,201
80: 234,384,272,274,350,328,398,450,617
81: 158,497,203,474,341,168,25,285,280
82: 428,50,407,246,255,396,403
83: 326,162,377,464,439,62,8,104,298
84: 503,54,240,680
85: 342,242,0,48,204,479,232
86: 139,171,314,875,787,352,477
87: 118,898,46,712,353,281
88: 359,133,367,414,121,230,296
89: 157,110,244,173,399
1022: 
91: 107,108,123,263,294,77,189,446,217,461
92: 140,184,251,128,122,324,59,490,469,76
93: 336,258,31,205,369,241,7,256
94: 115,149,288,398,203,274,70
95: 379,312,267,996,1023,370,43,793
96: 609,42
97: 116,142,355,102,262,457,284,437
98: 190,227,478
99: 451,239,153,200,493,167,491
100: 373,415,270,21,144,484,213,165
101: 298,113,787,477,175,254,455,276,131
102: 262,457,16,679,387,284,349,97,437
103: 19,441,301,472,61,997,79,201,374
104: 8,266,841,878,833,560,253,83,377,464
