0: 188,165,342,428,50,479,85
1015: 
2: 680,566,804,286
3: 279,584,330,577,60,485,653,823,140,128
4: 194,245,587,465,145,577
5: 210,307,366,40,134,354,316
6: 647,1039,629,555,963,361
7: 431,369,93,205,54,256
8: 553,266,587,499,83,162,377,464,337,452
9: 53,160,214,155,451,239,124,58,493,358
10: 59,440,392,227,251,66,473,303,411,41
11: 33,308,300,17,219,64,193,424,12
12: 424,175,131,477,17,64,300,11
13: 459,68,18,289,360,338,319,38
14: 342,242,415,270,334,492,165
15: 437,45,212,237,161,427,252,75
16: 102,679,457,445,265,57,385,380,284,349
17: 352,477,64,193,12,175,33,11
18: 438,419,414,289,230,390,68,13,360
19: 296,103,441,301,79,472,121,201
20: 310,228,309,364,301,79,447,201,156
21: 404,144,332,475,373,100,484
22: 436,429,297,338,319,309,38
23: 686,936,697,74,51,236
24: 348,430,120,645,383,356,609
25: 168,346,307,366,305,474,69,81
26: 365,305,304,316,198,366,375,372
27: 458,468,476,191,31,36,467,136
28: 362,693,510,988
29: 467,136,84,240,458,476,989,929,809
30: 51,621,236,196,374,73,401,32,220
31: 336,258,93,205,36,27,345,136,241
32: 498,191,321,310,47,196,374,401,30,468
33: 308,300,340,11,17,78,219,64,419,123
1040: 
35: 410,199,667,63,280,203,94
36: 336,258,31,205,498,191,27,468,476,136
37: 841,567,253,581,914,878
38: 332,221,459,13,77,319,22,297
39: 63,273,409,410
40: 417,134,491,357,5,304,316
41: 166,411,224,433,251,469,10,59,363,490,434
42: 96,386
43: 471,370,996,95,724
44: 117,206,202
45: 437,212,15,142,186,252,395,75
46: 353,299,281,87,495,898,856,323,389,368
47: 196,201,374,401,310,228,321,32
48: 431,369,241,93,242,232,85,264
49: 55,111,455,432,424,131,290,52
50: 82,428,407,188,0,255,479,85
51: 621,30,236,401,23,936,261,220
52: 190,72,290,339,455,276,432,408,406,49
53: 9,160,214,155,166,239,58,182,358
54: 467,136,84,240,205,7,503,680
55: 294,111,177,49,432,190,72,290,478,135,317
56: 295,320,176,545,950
57: 269,292,385,445,16,380,387,349
58: 183,170,182,9,53,160,292,493,127,358
59: 10,440,392,92,184,251,469,303,411,41
60: 202,485,322,653,3,92,140,184,128
61: 1026,997,103,472,201,374,73
62: 560,938,442,83,377,464,113,439
63: 39,285,280,391,273,409,203,410,35
64: 78,219,193,352,17,12,33,300,340,11
65: 235,354,333,174,183,170,134,210
66: 478,402,473,135,303,227,10,214,155
67: 264,267,948,431,232,257,226,1023
68: 459,13,77,438,18,419,108,390
69: 474,341,71,354,307,366,168,25
1041: 
71: 474,69,341,354,333,307,150,216
72: 190,227,290,52,339,432,408,55,440,478
73: 196,201,374,1026,61,607,621,30
74: 837,697,236,686,23
