0: 188,165,342,85,428,50,479
1015: 723
2: 984,649,803,286
3: 279,330,918,653,60,485,128,140
4: 587,194,841,145,245,553
5: 210,307,366,417,40,134,354,316
6: 728,740,953,555,514,454,361
7: 503,54,84,205,369,93,256,413
8: 499,266,464,841,104,377,83,162,337,452,287
9: 53,358,214,66,155,124,239
10: 303,440,392,59,411,473,218,227,251,166,41
11: 424,12,193,17,64,33,300
12: 424,49,11,131,17,175,64
13: 459,68,18,289,360,338,319,38
14: 342,435,242,270,100,492,334,165
15: 437,45,427,212,237,161,252,75
16: 102,457,445,151,385,57,349
17: 352,193,175,477,64,12,11
18: 438,419,414,289,230,390,459,68,13
19: 296,103,79,441,121,364,301
20: 310,228,301,79,447,309,156
21: 404,144,484,332,475,373,157
22: 436,429,338,319,309,297,38
23: 51,220,30,458,261
24: 348,430,772,356,383,731,687
25: 168,346,307,366,305,474,69
26: 365,305,304,316,198,173,366,375
27: 458,476,401,191,468,36,467,136
28: 362,418,988,252,132
29: 240,989,458,476,318,261,846,467
30: 51,220,401,236,196,374,607,23,32
31: 336,258,36,136,205,369,93,241
32: 498,191,321,468,47,196,30,401
33: 308,300,340,78,219,64,11
34: 221,38,77
35: 70,410,199,39,409,63,280,203,94
36: 336,258,31,498,191,468,27,136,205
37: 253,104,921,916,914,744,377,878
38: 332,297,34,221,459,13,77,319,22
39: 410,35,409,63
40: 417,491,134,357,5,304,316
41: 166,453,224,433,251,10,59,411,363,469
42: 645,386
43: 370,793,95,724,996
44: 202,117,206,268,159
45: 437,15,142,186,148,252,395,132,75
46: 353,238,281,840,389,299,323,368
47: 196,201,374,310,228,321,32
48: 431,369,241,85,242,232,264
49: 424,12,131,455,432,290,55,111
50: 82,428,407,188,0,85,255,207,479
51: 220,30,401,236,607,23
52: 455,276,432,339,408,406,190,72,290
53: 9,358,214,166,160,239,182,58
54: 467,84,136,205,240,93,7,503
55: 294,111,432,49,190,290,135,317
56: 176,295,320,545,1026
57: 269,292,385,16,380,387,349
58: 183,170,160,53,358,182,292,127,65
59: 10,392,411,92,184,251,363,469,41
60: 202,485,322,3,128,92,140,184
61: 472,73,997,103,79,228,201,374
62: 377,560,253,442,464,326,83,439
63: 81,285,280,273,409,203,410,35,39
64: 78,219,487,193,17,12,11,33,300
65: 235,354,333,58,183,170,134,210
66: 478,402,155,227,303,473,9,214
67: 264,267,257,948,312,260,226,1023
68: 459,13,77,18,419,289,108,390
69: 474,341,71,307,366,25
70: 410,35,199,203,115,94,288,405
71: 474,69,341,354,210,307,150,216,391
72: 190,227,290,98,52,408,406,440
73: 472,61,997,236,621,201,374,607
74: 686,814,837
75: 252,45,427,15,237,510,195
76: 363,490,469,122,92,251,248,324
77: 459,68,91,108,390,217,34,221,38
78: 219,64,487,1007,193,389,315,33
79: 19,103,472,61,228,20,301,201
80: 234,384,272,274,350,158,328,398
81: 63,285,280,474,341,168,158,497,141,203
82: 428,50,407,246,255,396,403,378
83: 326,162,439,62,377,8,464
84: 54,467,240,7,503,680
85: 342,242,232,0,48,50,204,479
86: 314,109,171,139,875,787,113,477,352,444
87: 655,293,281,840
88: 129,359,133,367,327,121,230,296
89: 278,157,110,244,173,399,213,198,246
1022: 565
91: 107,263,108,77,217,461,221
92: 140,184,251,60,128,122,59,324,469,76
93: 369,256,336,31,54,205,7
94: 115,398,288,203,70,35,149
95: 379,312,267,1023,370,793,43,996
96: 172,471,858,645
97: 116,142,102,457,262,284,496,437
98: 190,72,227,135,478
99: 153,200,421,451,491,493,167,399,357
100: 373,415,270,484,157,213,188,165,14
101: 298,113,477,254,175,455,131
102: 457,16,262,445,387,349,284,97
103: 296,19,79,441,121,472,61,997,301
104: 37,253,916,377,8,266,464,878
105: 359,368,133,394,247,323
106: 185,507,625,823,918,128,423,1036
107: 263,123,91,108,390,300,294,177
108: 107,123,91,390,459,68,77
109: 314,313,171,139,86,425,302,277
110: 278,157,89,173,198,246,375,255
111: 294,55,177,424,49
112: 519,470,767
113: 298,101,477,875,442,787,86,439
114: 145,577,499,553,452,117,653,330
115: 94,398,288,70,470,149,381,667
116: 142,355,97,262,347,496,186
117: 337,452,206,653,114,268,202,485,44,159
118: 840,856,208,129,368
119: 568,864
120: 450,146,331,348,430,443,687
121: 230,364,133,88,367,296,19,103,301
122: 128,423,1036,92,140,184,324,76
123: 107,108,390,308,300,177
124: 451,239,402,155,344,282,9
125: 426,209,498,321,489,163,345,492,258
126: 495,243,277,179,313,238
127: 417,134,493,358,239,58,183
128: 122,423,823,3,279,918,60,106,92,140,324
129: 359,368,88,118,208,367,327,329
130: 662,1016,689,953
131: 424,12,49,101,175,455,432
132: 252,395,45,250,186,362,28,418
133: 359,105,88,247,438,414,121,230
134: 417,40,127,183,65,210,5
135: 190,227,290,98,294,55,478,402,317,344
136: 54,467,205,191,468,27,476,31,36
137: 405,288,667
138: 462,231,537,178,465,577,279
139: 109,171,86,302,875,787,533
140: 92,184,251,3,918,60,485,322,128,122,423
141: 158,497,168,81
142: 116,355,97,284,437,45,186,148,395
143: 457,265,445,679
144: 21,404,244,484,229,475,456,373,399,157
145: 114,577,245,4,841,553
146: 120,450,331,234,272,768,443,488
147: 979,601,770,944,152,154,884
148: 186,142,45,395
149: 470,617,274,115,94,398,381
150: 237,216,161,174,354,333,71
151: 192,445,385,420,152,434,265,16
152: 248,154,490,434,979,147,192,151
153: 200,421,99,282,446,215,451,493
154: 152,248,855,324,770,944,979,147
155: 66,478,402,303,344,9,214,124,239
156: 311,426,209,309,310,228,20,223,436
157: 278,89,110,21,144,244,484,100,213
158: 328,497,141,168,346,271,81,384,80
159: 486,218,408,406,117,206,268,202,322,44
160: 166,453,53,214,182,58
161: 237,150,216,387,174,333,15,212
162: 326,83,439,377,8,499,464,254,337,206,339,164,287
163: 489,345,492,223,426,209,125,415,270
164: 339,268,287,326,162,254,276
165: 213,188,0,270,100,342,14
166: 453,224,433,41,160,10,303,411,53,214
167: 173,399,357,200,99,491,304
168: 346,25,474,271,81,158,497,141
1031: 233,231,537
170: 58,183,182,292,380,65,235
171: 314,109,313,139,86,302,787,352
172: 388,226,1023,471,370,356,858,96
173: 167,399,357,200,244,491,89,110,26,304,198
174: 380,387,349,235,333,212,150,161
175: 352,17,101,477,455,12,131
176: 56,320,351,545,697
177: 294,111,424,300,107,263,123
178: 465,517,681,233,138,537
179: 343,753,277,655,126,238
180: 819,839,347,708
181: 425,259,302,753,197,533
182: 269,292,453,160,53,58,170
183: 58,170,358,417,134,127,65,235,210
184: 92,140,251,60,322,218,122,392,59
185: 106,507,625,823,584,612,448
186: 250,393,924,148,116,142,355,45,395,132
187: 383,449,412,260,388,226,356
188: 213,165,0,100,278,342,246,428,50
189: 317,344,282,294,263,446,461,215
190: 72,227,290,98,135,52,55,478
191: 498,321,32,468,401,27,258,36,136
192: 445,151,152,490,434,979,265
193: 352,17,314,78,64,487,11
194: 502,834,833,4,587,465,517,245
195: 391,510,237,216,75,273
196: 47,201,374,607,30,401,32,468
197: 335,259,181
198: 365,26,304,173,89,110,246,375
199: 70,410,35,288,405
200: 153,421,456,99,244,491,167,173,399
201: 47,196,374,607,79,73,61,310,228
202: 60,485,322,44,117,206,653,268,218,159
203: 328,497,81,63,280,70,35,94,398
204: 207,479,85,232,264,257,260
205: 54,467,136,31,36,93,7
206: 337,452,117,653,499,162,339,268,287,202,44,159
207: 204,479,50,407,257,378,449,260
208: 222,769,118,129,367,329
209: 311,426,156,125,309,310,223,436,415,163
210: 5,307,183,134,65,354,333,71
211: 687,483,772,568
212: 437,15,380,387,174,349,284,237,161
213: 188,165,484,100,278,157,89
214: 9,53,303,66,155,166,160
215: 446,217,461,189,344,282,451,153,421
216: 237,150,161,354,341,71,391,195
217: 446,461,229,215,91,77,332,221
218: 408,159,202,322,184,10,440,392
219: 78,64,494,315,33,308,340
220: 51,30,401,23,468,458,261
221: 332,297,34,38,91,459,77,217,229
222: 208,769,950,291,327,329,249
223: 436,429,311,209,156,373,415,163
224: 166,453,433,41,411
225: 403,378,482,325,412,450,331
226: 388,1023,172,267,67,257,187,260
227: 190,72,98,135,408,10,440,473,66,478
228: 310,20,301,79,61,47,201,156,321
229: 446,217,332,221,421,456,404,144
230: 289,121,364,133,88,18,414,360
231: 462,138,537,823,1031,507
232: 342,85,242,48,431,204,479,264,257
233: 681,178,1031,537
234: 272,80,274,482,450,146,768,617
235: 65,333,292,183,170,380,387,174
236: 621,837,295,73,607,51,30
237: 150,216,161,427,15,212,75,195
238: 353,46,281,179,655,495,126
239: 451,124,155,282,9,53,358,493,127
240: 989,29,476,318,54,467,84
241: 48,431,369,345,334,336,31,242
242: 342,85,435,232,14,334,48,241
243: 495,126,277,314,313,487,1007
244: 404,144,484,200,456,173,399,157,89
245: 145,577,194,4,465
246: 481,375,255,278,89,110,188,198,82,428
247: 494,394,133,105,438,414
248: 152,855,154,324,1036,490,76
249: 327,329,441,222,950
250: 186,393,924,252,395,132,418
251: 92,140,184,10,392,59,469,76,41
252: 395,132,75,45,15,250,28
253: 37,104,921,744,62,377,560,464
254: 298,101,326,162,439,339,164,455,276
255: 481,246,375,110,82,428,50,396,403
256: 431,369,93,7,948,312,413
257: 264,67,948,232,207,204,260,226
258: 336,31,36,125,498,191,345
259: 425,181,753,335,197
260: 449,187,207,204,67,257,388,226
261: 318,936,846,220,23,458,29
262: 102,457,376,679,496,116,97
263: 107,91,294,177,189,317,461
264: 67,257,948,232,48,431,204
265: 979,601,192,445,151,679,143,457
266: 8,499,464,841,878,916,104,377
267: 67,948,312,95,226,1023,370
268: 339,164,287,337,117,206,202,44,486,408,406,159
269: 182,57,292,453,433,385,420
270: 373,415,100,484,163,492,334,165,14
271: 372,350,466,481,168,346,158,384
272: 234,384,80,350,482,325,450,146
273: 63,285,280,341,391,510,195,409
274: 234,80,328,398,768,149,617
275: 400,510,409,988,410
276: 52,455,432,254,339,164,406
277: 425,302,753,179,109,313,243,126
278: 157,89,110,484,213,188,246,428
279: 3,330,918,577,462,138,823,128
280: 81,63,285,273,497,203,35
281: 353,46,238,87,655,840
282: 189,344,215,451,124,239,153
1019: 536
284: 387,349,102,142,97,437,212
285: 81,63,280,273,474,341,391
286: 803,680,379,2,996
287: 339,164,268,8,162,337,206
288: 115,94,70,199,405,137,381,667
289: 230,364,18,414,68,13,360
290: 190,72,135,52,432,49,55
291: 950,812,222,769,934
292: 269,182,57,58,170,380,235
293: 650,87
294: 55,111,177,135,107,263,189,317
295: 56,320,1026,236,621,837,814
296: 19,103,88,367,327,441,121
297: 332,475,221,38,319,22,429,373
298: 113,101,477,254,442,326,439,455
299: 389,394,323,353,46
300: 33,308,64,424,11,177,107,123
301: 228,20,121,364,19,103,79,447,309
302: 425,181,277,533,109,171,139
303: 10,411,473,66,478,155,166,214
