// malignant epithelial cells
malignant epithelial cell,oxygen,decreases,necrosis,0,3.75,8,0
malignant epithelial cell,oxygen,increases,cycle entry,0.003333,21.5,4,0
malignant epithelial cell,pressure,decreases,cycle entry,0,1,4,0
malignant epithelial cell,apoptotic,increases,apoptotic debris secretion,0.017,0.1,10,1
malignant epithelial cell,necrotic,increases,necrotic debris secretion,0.017,0.1,10,1
malignant epithelial cell,oxygen,decreases,migration speed,0,5,4,0
malignant epithelial cell,damage,increases,apoptosis,7.2e-2,180,2,0
// M0 macrophages
// M1 macrophages 
// M2 macrophages
// effector cells 
